image_id,qr_index,x0,y0,x1,y1,x2,y2,x3,y3,content
nominalimage028_jpg.rf.80879c69d95dea80ae4e0fe7c28ce895,0,360,383,549,381,551,524,361,526,
nominalimage028_jpg.rf.80879c69d95dea80ae4e0fe7c28ce895,1,70,386,263,384,264,527,71,528,
2328987432_jpg.rf.74ccf2c0fe8c1a78fff6da44b1f7d918,0,290,300,336,298,338,341,292,343,
5249052131_jpg.rf.83d478c50a85254ccea1e6c92ccda61d,0,325,460,381,460,381,546,325,546,
IMG_20220604_163746_jpg.rf.86df471cf9bd0e0a50a4b029022c0480,0,185,276,246,273,248,323,187,325,
v2MeCard-Address_png_jpg.rf.7ead788094b7162466b7939f2a3560d1,0,20,20,621,20,621,621,20,621,
3251317632_jpg.rf.7b9708b48f87f155eff8095cd4e4555a,0,415,117,563,127,557,223,409,213,
3251317632_jpg.rf.7b9708b48f87f155eff8095cd4e4555a,1,445,26,586,34,581,124,440,117,
3251317632_jpg.rf.7b9708b48f87f155eff8095cd4e4555a,2,392,214,543,225,536,325,385,314,
3251317632_jpg.rf.7b9708b48f87f155eff8095cd4e4555a,3,368,316,521,330,512,436,359,421,
curvedimage031_jpg.rf.78e77b17f64b7d13c0c3377cfbd5b911,,,,,,,,,,
1816_U7Jaw4AHC_jpg.rf.8b8e85deeaa8aa2585c8a820a3f70bc0,0,193,282,384,280,385,455,195,457,
curvedimage038_jpg.rf.74d359a9e046a819bb8bbf072b0847aa,0,314,262,497,246,514,450,332,466,
2237230336_jpg.rf.8262e82e7aad687426c0f48fc0241e8a,0,206,398,232,398,232,418,206,418,
2237230336_jpg.rf.8262e82e7aad687426c0f48fc0241e8a,1,161,398,187,398,187,419,161,419,
2237230336_jpg.rf.8262e82e7aad687426c0f48fc0241e8a,2,71,399,95,399,95,420,71,420,
2237230336_jpg.rf.8262e82e7aad687426c0f48fc0241e8a,3,115,399,142,399,142,420,115,420,
5281791066_jpg.rf.8a1b0f32aaf14ea17b520c360d81c3e3,0,387,339,554,338,555,412,388,414,
5281791066_jpg.rf.8a1b0f32aaf14ea17b520c360d81c3e3,1,403,268,564,280,560,348,399,336,
brightnessimage007_jpg.rf.914469d8fe35342d6e8b2806e6dfda45,0,440,268,524,268,524,334,440,334,
brightnessimage007_jpg.rf.914469d8fe35342d6e8b2806e6dfda45,1,394,373,493,376,491,450,392,447,
brightnessimage007_jpg.rf.914469d8fe35342d6e8b2806e6dfda45,2,134,263,312,257,316,391,138,397,
5115608464_jpg.rf.93d0cc63035b913ed05a59831fa7f60e,0,127,431,207,431,207,545,127,545,
2124747258_jpg.rf.8cfd1e0925813c77047bddebc86ad777,0,274,438,421,447,413,585,266,576,
brightnessimage015_jpg.rf.9237bad22fa2e9b9b85f976f3d9f2663,0,-38,-38,677,-38,677,677,-38,677,
1491455255_jpg.rf.9f07d315ff00f33946fa716c154ad311,,,,,,,,,,
IMG_20220601_164907_jpg.rf.9be84448aee52e16bb87222ec4083c78,0,195,268,262,268,262,304,195,304,
IMG_20220601_164907_jpg.rf.9be84448aee52e16bb87222ec4083c78,1,437,110,480,110,480,144,437,144,
5333766551_jpg.rf.9e7568714525ad5c4cf4f7e60e773672,0,42,209,331,40,563,421,274,589,
3705368440_jpg.rf.96bbd059adf6a698e82d6c85b9508f5c,0,133,308,298,304,303,511,138,514,
monitorimage012_jpg.rf.965c131846b9a5efdf3fd5d62ba69d24,0,90,45,610,118,542,602,22,529,
IMG_20220602_172811_jpg.rf.96562459e0df545a432f58be11787793,,,,,,,,,,
glareimage039_jpg.rf.a850aca27ff9d96eb31880d96d329dc9,,,,,,,,,,
2928309549_jpg.rf.9936c021a5598a2949ebd92eff7e3431,0,255,237,382,234,385,383,258,385,
nominalimage061_jpg.rf.9e4ea0238951a879c9a062e244af9d63,0,-24,400,433,400,433,663,-24,663,
nominalimage061_jpg.rf.9e4ea0238951a879c9a062e244af9d63,1,207,71,550,220,411,544,67,395,
glareimage028_jpg.rf.a9e66f1b317a668ca9ad0714ae1841f4,,,,,,,,,,
4589_W4wHVVfAB_jpg.rf.9f3694d0963e0a57debe285516fd4222,0,224,229,402,221,409,390,231,398,
damagedimage026_jpg.rf.a77bcca0029867908e37110fc3130e17,0,124,117,551,180,497,558,70,495,
rotationsimage037_jpg.rf.9e4ac6a2ab85a4a846f5bf3ecd1b7c31,0,373,193,596,292,541,426,319,328,
rotationsimage037_jpg.rf.9e4ac6a2ab85a4a846f5bf3ecd1b7c31,1,80,353,214,286,255,375,121,442,
5046634041_jpg.rf.98475e2a7735e91ec7d7e5ea60f037de,0,86,370,181,348,214,486,119,508,
noncompliantimage007_jpg.rf.ab42b28ea6a4bf1b3fceed0cc9897543,0,109,114,574,131,560,531,95,515,
2502803272_jpg.rf.a0814d4bdd8ca5eda54e63db411f249a,,,,,,,,,,
3963140847_jpg.rf.a391e2b49ad93c4a876d7cf1f294d795,0,89,203,512,221,499,531,76,513,
IMG_20220529_155829_jpg.rf.a0224b4e02994cf685f61ee69426c510,,,,,,,,,,
bright_spotsimage027_jpg.rf.9c0d3d9d009b76eb648d6793c6a1be7c,,,,,,,,,,
3629982702_jpg.rf.aeef4fa30e5f110449565fbab31ffa6a,0,356,466,482,461,486,555,360,560,
high_versionimage013_jpg.rf.9de34b7211214c83bc8d2c1be00bc577,0,29,38,583,34,586,578,32,581,
3619033023_jpg.rf.a695f035e91c387fcab1959e9dce5377,0,271,206,412,203,416,414,275,416,
4909615867_jpg.rf.b300130b2ed975f2f6549882e482947b,0,442,343,475,343,475,382,442,382,
4909615867_jpg.rf.b300130b2ed975f2f6549882e482947b,1,283,263,319,271,310,313,273,305,
5087637776_jpg.rf.b1ea835033846ea31e3448988808b587,0,110,390,163,390,163,476,110,476,
5087637776_jpg.rf.b1ea835033846ea31e3448988808b587,1,190,383,220,403,193,442,163,421,
closeimage034_jpg.rf.b155404807055000891c63d760fa23cd,0,0,167,584,45,639,463,64,585,
0939831659_jpg.rf.ae54772a5d31f7ddd7b332121fc80331,0,110,123,481,122,481,379,111,380,
5323776057_jpg.rf.a0e5dfc8b5157b7af8099da35178c08c,0,103,177,170,175,177,359,109,361,
pathologicalimage012_png_jpg.rf.b9a6a87681494eab71a6838269d0de3a,0,39,39,601,39,601,601,39,601,
v2SMS-Text_png_jpg.rf.adcf9a65a3967bcf580a41b7abf76383,,,,,,,,,,
3756525934_jpg.rf.b6d8e6039c0db35c5b3124d61224a1b9,0,186,313,241,313,241,402,186,402,
4903125175_jpg.rf.b6e6893fb1ce28897977e34a54b6556e,0,162,208,324,208,324,404,161,404,
2953726003_jpg.rf.b844849c5a41968de365466a1b128baa,0,224,105,519,100,525,466,230,471,
v2Location_png_jpg.rf.ba95bf921ec780dc1755cfff548e36c5,0,39,39,602,39,602,602,39,602,
v2MeCard-POBOX_png_jpg.rf.b1931b5d8289983784595628f9e44051,0,0,0,639,81,639,495,0,405,
v2MeCard-POBOX_png_jpg.rf.b1931b5d8289983784595628f9e44051,1,0,211,639,169,639,635,6,639,
v2MeCard-POBOX_png_jpg.rf.b1931b5d8289983784595628f9e44051,2,13,213,432,213,432,639,13,639,
5108332243_jpg.rf.b95d3ad4d3b4f1a0b4349f67c0c885f1,0,339,386,527,383,529,530,341,533,
2644723709_jpg.rf.b9f1e9f74e8686f709e14455601f84a5,0,218,231,397,230,399,470,220,471,
5236047029_jpg.rf.bd0bb8f934df90fa80ff5663ccfab957,0,369,340,471,342,468,455,367,453,
4208902494_jpg.rf.b843af79c588d9794fdbd2bbe395d74f,0,138,233,287,230,290,341,141,344,
nominalimage024_jpg.rf.ba79bd94ad09efc8330a27dc3a7be51b,0,393,280,478,280,478,314,393,314,
0216655434_jpg.rf.b6085f9879affbd12145bf5e17aed6c4,0,150,308,355,139,502,322,297,491,
brightnessimage010_jpg.rf.bb2d48c7aeb67ab8c9b03aa0dbbfe923,0,429,259,515,259,515,330,429,330,
brightnessimage010_jpg.rf.bb2d48c7aeb67ab8c9b03aa0dbbfe923,1,122,252,303,247,307,383,126,388,
brightnessimage010_jpg.rf.bb2d48c7aeb67ab8c9b03aa0dbbfe923,2,381,363,485,366,483,443,380,441,
blurredimage035_jpg.rf.bff63005fb38b3e8dc8344c82973dea8,0,108,78,573,122,529,594,64,550,
2546726482_jpg.rf.c1a75be3c6353c17651c90548a6a6310,0,514,337,534,337,534,362,514,362,
IMG_20220604_163800_jpg.rf.bb20781bc2c76433c76bc419078c4488,0,349,378,392,391,379,436,335,422,
IMG_20220604_163800_jpg.rf.bb20781bc2c76433c76bc419078c4488,1,319,113,342,113,342,138,319,138,
perspectiveimage023_jpg.rf.bdbaa0d3c45a3acfa989251622113d51,0,173,224,283,186,355,375,244,413,
IMG_20220601_161944_jpg.rf.c108fa5e096bf547588e70024554d580,,,,,,,,,,
nominalimage009_jpg.rf.c2a66082b9fe1e2227fc287c9e92d2b3,0,187,46,449,5,522,435,260,477,
IMG_20220604_163726_jpg.rf.b4eda79229c1879f721266dde275eb9b,0,385,294,460,284,464,316,388,326,
glareimage032_jpg.rf.bac41a6e5f3e332e9cee0c000ddf3172,0,297,280,367,280,367,333,297,333,
5280793712_jpg.rf.c08c284bfb6eee1788f183d77ad8931a,,,,,,,,,,
shadowsimage007_jpg.rf.bd4591ab582e844b86e1271c4c0fcc33,,,,,,,,,,
5176847124_jpg.rf.c4fa6e9933755a27cf79ededc14d7271,0,-38,-6,676,-6,676,631,-38,631,
nominalimage001_jpg.rf.c30d2725e90aa4411b78ddaa7409d943,0,352,164,465,154,482,319,368,329,
nominalimage001_jpg.rf.c30d2725e90aa4411b78ddaa7409d943,1,234,172,340,172,340,334,234,334,
3360044712_jpg.rf.cdba0aaf13820972927b8bffa0f0242c,0,119,315,251,310,256,446,123,451,
5147145047_jpg.rf.c702d68241195065451530b157d8bbfb,,,,,,,,,,
5118583876_jpg.rf.c8550e6733e1d67ece1291e02f9264f8,0,148,323,264,323,264,486,148,486,
5082957881_jpg.rf.d5fa8768c47ce4b384c5ef2b222e5843,0,306,223,500,231,491,446,297,438,
nominalimage047_jpg.rf.ceb0b3102a94c6fe09c7140899ae159a,0,220,122,333,187,253,322,140,257,
nominalimage047_jpg.rf.ceb0b3102a94c6fe09c7140899ae159a,1,424,364,525,445,416,575,314,494,
5082956763_jpg.rf.c9ed03da41487beb68c58d2d068625bc,0,175,232,255,229,259,343,180,346,
3821619799_jpg.rf.d06ed1a251533907c2a7131ef8c2a59c,,,,,,,,,,
4340207281_jpg.rf.d50691f8e83990c2233ffc1c19122096,,,,,,,,,,
pathologicalimage020_png_jpg.rf.d46850c425c313de9c882112db7cdc1e,0,39,39,601,39,601,601,39,601,
4910229396_jpg.rf.cc39045a286a82a0f0f754cb5b558232,,,,,,,,,,
5327276296_jpg.rf.d5efdc680c17cfdc2027e8c8dbf4fbab,0,384,239,485,243,480,362,379,358,
2455051979_jpg.rf.cc3bfc213138a3c0846121175a7ec572,0,195,300,313,300,313,443,195,443,
4777193629_jpg.rf.d798f54867a4f83d5d1fcf9386fff1e5,0,540,496,611,496,611,583,540,583,
v2YouTube_png_jpg.rf.dd429c693269e51a0df36ffd4741d766,0,31,31,609,31,609,609,31,609,
4604299999_jpg.rf.d656de8c969f36bd3de510092ad99c8c,0,452,35,530,35,530,101,452,101,
4604299999_jpg.rf.d656de8c969f36bd3de510092ad99c8c,1,466,136,551,136,551,213,466,213,
4604299999_jpg.rf.d656de8c969f36bd3de510092ad99c8c,2,215,33,286,33,286,99,215,99,
4604299999_jpg.rf.d656de8c969f36bd3de510092ad99c8c,3,205,134,285,134,285,213,205,213,
4604299999_jpg.rf.d656de8c969f36bd3de510092ad99c8c,4,307,279,397,279,397,380,307,380,
3244197493_jpg.rf.ddfd7e433debffaec71f66036d5fb762,0,363,166,488,168,485,303,360,300,
4064425091_jpg.rf.d2d93be0b07787ec67c4a22e3ff041b1,0,412,211,557,213,555,392,410,391,
3430305612_jpg.rf.c6bbffd0b8046c68c5ed450197fac44a,0,33,77,193,78,191,283,31,282,
closeimage024_jpg.rf.d883b1c92ebdd08f7ce8cb075c740985,0,6,137,660,210,615,637,-38,564,
2159301588_jpg.rf.d342c86b1f6d861ff2e0664e665e31ac,0,518,58,615,85,578,215,480,188,
3866514673_jpg.rf.de362e512d81698ddf595289a8843da0,0,273,244,378,244,378,379,273,379,
high_versionimage007_jpg.rf.d7edf7b2a249a8b1b34d10016f3805d6,0,-13,247,393,-1,627,386,220,633,
rotationsimage009_jpg.rf.d32613f5ff235026bf5b1216960e2a61,0,295,198,395,250,357,328,256,276,
rotationsimage009_jpg.rf.d32613f5ff235026bf5b1216960e2a61,1,168,287,256,329,225,397,137,355,
rotationsimage009_jpg.rf.d32613f5ff235026bf5b1216960e2a61,2,380,327,572,415,507,562,315,473,
noncompliantimage009_jpg.rf.dd219cd9f5b3b5daf37c1e3edfc35289,0,320,110,554,25,659,304,424,389,
noncompliantimage009_jpg.rf.dd219cd9f5b3b5daf37c1e3edfc35289,1,-27,387,231,231,363,456,105,611,
nominalimage020_jpg.rf.cc5543503f1a6003812863b27f3422a6,,,,,,,,,,
IMG_20220604_170007_jpg.rf.e0d78bb71eb3a46d901fde8cc76bb434,,,,,,,,,,
5107382908_jpg.rf.e04bc939e840bca3d33baece1b133f1d,0,481,215,524,215,524,274,481,274,
glareimage042_jpg.rf.e0a27ceb292f70530f4669e746fbcc6c,0,103,79,581,122,544,532,66,489,
IMG_20220601_164125_jpg.rf.e13cbce83537449ac00fc3d0002ae5dc,,,,,,,,,,
IMG_20220601_162818_jpg.rf.e06e0bc9ea6dceab4b5858ea678af26e,,,,,,,,,,
damagedimage011_jpg.rf.0209d40c670124ff4bd3f5404073a549,0,240,489,345,424,394,506,289,571,
4711677723_jpg.rf.02d2fddcfe5cd7b533d9e7183356cc90,0,130,402,191,402,191,504,130,504,
2685217495_jpg.rf.05b566f46421c8320dff7317f6ee45a6,0,-38,-38,659,-38,659,677,-38,677,
rotationsimage038_jpg.rf.0129cce59fb90c658f19910781f052a6,0,137,321,278,373,243,474,102,421,
rotationsimage038_jpg.rf.0129cce59fb90c658f19910781f052a6,1,344,201,563,256,534,382,315,327,
2237234158_jpg.rf.06be162f24ef03cbf94cf930df942b20,0,258,290,370,290,370,383,258,383,
nominalimage036_jpg.rf.0616b77e1fbf5a0f7ad0145700588a3c,0,261,285,402,271,415,397,273,412,
2126492131_jpg.rf.02bed3d95fea6b4905d6ffac0b3a86ab,0,127,121,365,121,365,375,127,375,
5081893983_jpg.rf.0279d3655363a306860fd7a0c7375096,0,305,445,401,443,402,533,307,535,
curvedimage011_jpg.rf.0149c313037ead728abdb7023844cf95,,,,,,,,,,
damagedimage006_jpg.rf.070c13e5daef2e57aa1987a5d80ec93d,,,,,,,,,,
curvedimage024_jpg.rf.0a0655c190bda0c918170899814ed51b,0,310,168,553,95,611,285,367,358,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,0,339,496,367,473,393,503,365,526,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,1,426,126,467,140,457,173,415,158,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,2,172,269,214,275,210,307,168,301,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,3,277,103,319,107,316,140,274,135,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,4,301,459,338,438,354,468,318,489,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,5,184,226,226,231,222,264,180,258,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,6,105,76,147,83,141,116,100,109,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,7,344,247,386,262,375,294,334,280,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,8,219,451,255,431,271,461,235,482,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,9,208,138,250,143,246,176,203,171,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,10,451,288,493,302,482,334,440,320,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,11,135,445,171,424,188,454,153,476,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,12,181,417,217,397,234,427,198,447,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,13,226,389,263,369,279,399,242,420,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,14,255,486,291,465,309,496,273,517,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,15,82,165,123,170,119,203,78,198,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,16,371,207,413,221,402,254,360,239,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,17,162,85,204,91,200,123,158,118,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,18,143,383,180,363,196,393,160,413,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,19,264,424,300,403,317,434,280,454,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,20,128,507,165,486,181,516,144,537,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,21,70,208,111,214,107,247,66,241,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,22,91,472,127,452,143,482,108,502,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,23,586,186,631,200,622,233,577,219,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,24,317,288,359,302,348,334,307,319,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,25,58,252,100,257,96,289,54,284,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,26,220,94,262,100,258,133,215,127,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,27,172,480,209,459,225,490,189,510,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,28,196,182,238,188,234,220,191,214,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,29,423,328,465,342,455,374,413,360,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,30,478,247,520,261,510,294,467,279,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,31,266,146,308,152,304,185,261,179,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,32,189,355,224,334,241,364,207,385,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,33,230,278,272,284,268,316,226,310,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,34,242,234,284,240,280,273,238,267,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,35,127,217,168,222,163,255,122,250,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,36,150,129,192,135,187,167,146,162,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,37,115,261,156,266,152,298,110,293,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,38,165,541,201,521,218,551,181,572,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,39,451,187,494,201,483,233,441,219,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,40,396,267,439,282,429,314,386,299,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,41,203,575,238,554,256,585,221,605,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,42,398,167,440,181,430,213,388,199,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,43,505,206,548,221,537,254,494,239,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,44,138,173,180,178,176,211,134,206,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,45,247,548,285,528,301,558,263,578,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,46,479,146,521,160,511,193,468,178,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,47,476,348,519,362,509,394,466,380,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,48,559,227,602,241,592,274,549,259,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,49,211,513,248,493,263,524,227,544,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,50,370,307,412,322,401,354,359,339,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,51,504,308,547,322,536,355,493,340,
lotsimage002_jpg.rf.0925323210e66ade731adcae09e5b1c0,52,315,499,347,525,324,553,292,527,
